REGD16NM,REGD16CD,LAD16NM,LAD16CD,name,WD16CD,geometry,imd_decile_15,description_1,description_2,description_3,description_4,description_5,description_6,description_7,description_8,description_9,description_10,description_11,description_12,description_13,description_14,description_15,description_16,description_17,description_18,description_19,description_20,cyp_n,cyp_pp
Norfolk,E28000214,South Norfolk,E07000149,Abbey,E05005890,"[[1.0869167593983833,52.580659147288706],[1.090629962773993,52.585696493473044],[1.0943177797155785,52.581854420371982],[1.0961975858618231,52.58234218826081],[1.0974651380874483,52.582352178599514],[1.1043105604090979,52.580777107370473],[1.1069590618621741,52.580776839834066],[1.1086391225967034,52.579294649803678],[1.110106892907798,52.578611271030965],[1.1100013688910373,52.57820577199022],[1.1092546688311535,52.578417883675144],[1.1090018252140803,52.578245519574558],[1.1093825983342711,52.577890180872814],[1.1088590739566715,52.577626927939754],[1.10896708763111,52.577295837882005],[1.1095848544570965,52.577410064005228],[1.1090483232057808,52.577047266345907],[1.109051711316577,52.576302561277529],[1.1084364571916334,52.576306135125563],[1.1078389803645778,52.575498001159104],[1.108243845050521,52.575254508201567],[1.1088063530089656,52.575817930044728],[1.1113585686996421,52.574857896549815],[1.1122881563275524,52.57551873338933],[1.1132534402930592,52.575121934877615],[1.1134954927547145,52.575454610477649],[1.1141932002564487,52.57519790729404],[1.1148566235848087,52.574955587756165],[1.1143343273808453,52.574355980728775],[1.1137412625646455,52.57448675763743],[1.1126610127814274,52.57357356706256],[1.1122857731176172,52.573798315333057],[1.1118119338552861,52.573464539191804],[1.1114053967457336,52.573665024126811],[1.1110780276813581,52.573294128672806],[1.1116404865873333,52.573379139360625],[1.1123827183702848,52.572708507579769],[1.1121694699870373,52.572448797351839],[1.1151214485942949,52.571821613604889],[1.116435067443877,52.571821193502991],[1.1168619911435393,52.57267873237523],[1.1185794167708232,52.572189252037113],[1.1158515566372877,52.570399465718573],[1.1163466941127917,52.569930413838414],[1.1169808453498959,52.569901125723561],[1.1173135356841306,52.568578444062609],[1.1155664596983024,52.56795985117693],[1.1083222477452888,52.566494689557167],[1.103040382183869,52.571221665162156],[1.1001886049690828,52.575591658752593],[1.096195140180666,52.579459008868909],[1.0951510724339002,52.579496206759885],[1.0935598310849404,52.580820247802535],[1.0925681602874844,52.581078215007267],[1.0916648065666574,52.580955175431448],[1.0893445220091418,52.581423221963483],[1.0869167593983833,52.580659147288706]]",,The 0-19 population is much lower than the  England average.,,,,,There is a low percentage of residents with no car or van availability compared to the national average.,Most young people attend Wymondham High Academy Trust (NR18 0QT) at 100%.,has been rated good by Ofsted.,Wymondham High Academy Trust (NR18 0QT) has been rated good by Ofsted.,This school has a low proportion of students who live in low-income households.,,,,,This ward has the highest proportion of claimants within South Norfolk.,,,,,,510,17.95
Cambridgeshire,E28000088,Cambridge,E07000008,Abbey,E05002702,"[[0.13765149624770343,52.208494712559343],[0.13675169131392631,52.211034161265211],[0.13973081985732436,52.211194107746927],[0.14167716145531267,52.211977091246339],[0.14346442308421958,52.214164738881287],[0.14511366193463082,52.215398130754764],[0.14610693246154843,52.217509381874024],[0.15304457509348215,52.219079672676948],[0.15554906375440367,52.220005938338552],[0.16092751835455946,52.220809403151073],[0.16382837472004913,52.219102595648017],[0.1649684240471829,52.219272244568209],[0.16548013513383811,52.217905981293661],[0.17584371369882584,52.217241435375747],[0.17473527629552729,52.215710733486908],[0.17520092328770392,52.215564517683021],[0.17360572245710976,52.213266807518728],[0.17301016051115964,52.213391948982633],[0.17188983700871621,52.211252672998384],[0.17039154955509883,52.208834479326711],[0.17030149535567551,52.207017024589049],[0.17087608026537882,52.20601283966387],[0.16859107318022934,52.205046805396897],[0.16734432262401272,52.204148038718373],[0.1712355669420686,52.203810357408003],[0.17282373447767824,52.204384386410155],[0.1730752053802585,52.203958953342323],[0.17574917899485876,52.205458085451603],[0.17827656277462936,52.20407611692854],[0.17740978735036889,52.203262124135684],[0.1799214767925236,52.202250863660602],[0.17893360155166438,52.201413050285964],[0.18043669659512115,52.200668613127718],[0.18002804233572783,52.200272450710798],[0.17673127704908903,52.198425252072468],[0.17532480319429727,52.197222885378004],[0.1744096496178871,52.197810782820319],[0.17248699787897798,52.198324562234845],[0.17122165667022021,52.197104264775533],[0.17025617566124257,52.197621140374551],[0.1690628945432234,52.196644997413301],[0.16066038225612381,52.199627300999857],[0.16277618637578226,52.201519087862692],[0.1615466260185647,52.202118044143958],[0.15922673376937543,52.20084404949371],[0.15208304044446966,52.20764236162109],[0.15083158050658144,52.208126454014682],[0.14952792849634092,52.208227544614267],[0.15068571523846069,52.210467988671937],[0.14977013374614176,52.210786824158305],[0.14710926660497878,52.207149447800461],[0.14412923428385638,52.207967940190287],[0.14391060793179078,52.207683259138342],[0.14486949664719079,52.207051662051995],[0.1447108791590058,52.206614866921541],[0.1432230168530291,52.206232790130031],[0.14227464562126285,52.207905446165157],[0.14086108629650979,52.207455379522358],[0.14062405247008677,52.207821242930528],[0.13876827352790505,52.207336921830183],[0.13832621504189613,52.208524734863744],[0.13765149624770343,52.208494712559343]]",,,,,,,There is a high percentage of residents with no car or van availability compared to the national average.,Most young people attend Coleridge Community College (CB1 3RJ) at 100%.,has been rated as requiring improvement by Ofsted.,Coleridge Community College (CB1 3RJ) has been rated as requiring improvement by Ofsted.,This school has an average proportion of students who live in low-income households,,,,,,,,,,,2452,24.24
Suffolk,E28000213,St Edmundsbury,E07000204,Abbeygate,E05007163,"[[0.6970087219543416,52.243695505942902],[0.70316242286727704,52.2442624040902],[0.70260785700101891,52.244876721747673],[0.70299736717627981,52.245645710152708],[0.70283648952280586,52.247531553292646],[0.70773478298192682,52.247537919186222],[0.71206971109945605,52.246763927685528],[0.71402727443490821,52.246334953107137],[0.71702179282822642,52.246358623896135],[0.71709688508757763,52.245861361088423],[0.7208728329547841,52.246610680288626],[0.71985195396425594,52.245896850983485],[0.72011724282187417,52.245203708524009],[0.72301459813998981,52.242731268588507],[0.72329645672167098,52.242118642470956],[0.72500449708212389,52.241473049571546],[0.7251346353119732,52.241109434145336],[0.72790955810807745,52.23973140664738],[0.72941908149075652,52.237762980068801],[0.72902172479715699,52.236658794619025],[0.72568578628359504,52.236432891111143],[0.72433696154852079,52.234832744831415],[0.71640479645127897,52.236855743112649],[0.71392998464647328,52.237848886690706],[0.71234642729308895,52.239048927878656],[0.7096524870617128,52.239335674897553],[0.70438288555302575,52.239035734477113],[0.70463976289492392,52.239261889025656],[0.70377313392501994,52.240643254089051],[0.69724970120148599,52.240444530165874],[0.6970087219543416,52.243695505942902]]",,The 0-19 population is much lower than the  England average.,,,The proportion of adults with no qualifications is lower than the national average.,,There is a low percentage of residents with no car or van availability compared to the national average.,Most young people attend King Edward VI Church of England Voluntary Controlled Upper School (IP33 3BH) at 63%.,has been rated good by Ofsted.,King Edward VI Church of England Voluntary Controlled Upper School (IP33 3BH) has been rated good by Ofsted.,This school has a low proportion of students who live in low-income households.,,,,,,,,,,,853,16.72
Norfolk,E28000214,Broadland,E07000144,Acle,E05005757,"[[1.5130027007191016,52.634409759689255],[1.5130762547842227,52.634848259788455],[1.5114047161065485,52.635241436880939],[1.5139372931614747,52.639831624395043],[1.5150124981139617,52.63963425105112],[1.5158109420025152,52.640961451498718],[1.5190327687829357,52.640648013841599],[1.5197908707495389,52.642263314843355],[1.527391744311293,52.641430001081531],[1.5279259116056576,52.642590471116478],[1.5309791759556299,52.642204403648371],[1.5312832789282049,52.642840219137376],[1.533605382733856,52.642464206930413],[1.5343921270742829,52.643307791868686],[1.531583694235898,52.643723508738056],[1.5316278405163062,52.644290650310801],[1.5346795654959005,52.643774153358422],[1.5369988958369205,52.647262999981912],[1.5392784857445001,52.646888148309159],[1.539730611933138,52.647651787429318],[1.5392328205019463,52.647750296201629],[1.5400983983977352,52.64892697179819],[1.5417650972379724,52.647939898683717],[1.5428850831559517,52.646246856834971],[1.5448460080076141,52.645116053726397],[1.5460067319935149,52.643800494128001],[1.5505085981636193,52.643317462349671],[1.5508350279225604,52.644334803437026],[1.5520477288327241,52.643407058016223],[1.5532774498058326,52.644075285035449],[1.5548712407605738,52.644382783888283],[1.5550510965229432,52.64481267491896],[1.5567357687763943,52.644527286845239],[1.5578613639839765,52.644895481252398],[1.55805220157943,52.645623745770251],[1.5560973623725483,52.648155960160452],[1.5646368485006097,52.646440169253459],[1.5675684302736026,52.648862189682276],[1.5689974174233354,52.648378426304838],[1.5696864841911062,52.647179362918571],[1.569215097776651,52.646295025190142],[1.5669698504254277,52.644490964117388],[1.5662519750185073,52.643029392241893],[1.565935855686704,52.640346044421655],[1.5674606842549719,52.637954317062871],[1.5692149081218421,52.637292515780736],[1.5715241252378389,52.637292199404428],[1.5746656741889604,52.639301104950057],[1.5776581229687605,52.637182517297553],[1.5807473399171774,52.636576406619547],[1.5838264055309585,52.636371741071741],[1.5859409757013045,52.636738508560299],[1.5886669997108245,52.63821643891842],[1.5901334926539239,52.638142304570643],[1.5917627926776439,52.637330200107904],[1.5922692932730123,52.636548459635733],[1.5912657407748532,52.634621745573853],[1.5916666076648596,52.633687652519889],[1.5933497990839944,52.632129095496197],[1.5925410343308191,52.62908113315828],[1.5891031552428794,52.629085602341014],[1.5875918923112431,52.628753665304096],[1.5855118373910999,52.629635207516763],[1.5834272204407551,52.631382941324837],[1.5813759238913006,52.632240069263759],[1.5799587299500868,52.632190317295958],[1.5781689913878909,52.634060408477097],[1.5772995471192504,52.633225898001378],[1.5781105482295685,52.631480810193828],[1.5791082016984239,52.631062117560816],[1.5790549343085525,52.628980598541013],[1.5772543916368125,52.629358814667263],[1.5769011035790426,52.629866824973014],[1.5761264037414351,52.630100727244248],[1.5725657759187579,52.629615493756901],[1.5713484291444686,52.630548075316405],[1.5701549152255387,52.630813454379627],[1.5677979312783539,52.630278284933176],[1.5673125870913318,52.629490574592147],[1.565902706312515,52.629023126745132],[1.5643259718607014,52.629174019025847],[1.562431901777444,52.628421512854828],[1.5599397568222739,52.628549637269217],[1.5589787701381854,52.627326522013519],[1.5567454157657534,52.627145392078155],[1.5551350948981801,52.625843743057281],[1.5536512499632988,52.625681401463623],[1.5531737091005098,52.623875260897258],[1.5534457091703302,52.622016045710041],[1.5527609348358726,52.621425878414207],[1.5519707038048416,52.619553584391383],[1.5522033702477542,52.618722774845359],[1.5501805320686719,52.618434490211904],[1.5502806249312233,52.617571601721394],[1.5487863871231253,52.616437229267532],[1.5479232831953718,52.616088058673576],[1.5455670695000499,52.615860962561122],[1.5455067385649703,52.615497615224811],[1.5390143838900421,52.615524619798308],[1.5375000863253032,52.616370433696069],[1.5366653650798561,52.617619524089456],[1.5353048709456421,52.617515319496384],[1.5338498948496038,52.619265058190429],[1.5321916306052485,52.619427863161725],[1.5345531664221757,52.619977963008182],[1.5350675085795418,52.62089531711792],[1.5343695103883419,52.621695932146572],[1.5345971387965027,52.622227921050211],[1.5327751511974934,52.622562060872873],[1.5317147654364978,52.623212525193509],[1.5311329722365343,52.626173702031913],[1.5313598625840936,52.627484676197426],[1.5290250221704713,52.627455326808139],[1.5287441521539933,52.629088963803348],[1.5268077770940138,52.629052273443556],[1.5231033748865901,52.629509784495951],[1.5232397106956934,52.631002401091202],[1.5188757808412601,52.630853404718231],[1.5189092783741447,52.633129744182902],[1.5166135896364388,52.633186291509261],[1.5130027007191016,52.634409759689255]]",,,Compared to the England average there is a high percentage of residents from social classes 4-8.,The proportion of adults with Level 4 qualifications or above is lower than the national average.,The proportion of adults with no qualifications is  higher the national average.,,There is a low percentage of residents with no car or van availability compared to the national average.,Most young people attend Acle Academy (NR13 3ER) at 100%.,has been rated as inadequate by Ofsted,Acle Academy (NR13 3ER)has been rated as inadequate by Ofsted,This school has a low proportion of students who live in low-income households.,,,,,,,,,,,547,19.66
Norfolk,E28000214,King's Lynn & West Norfolk,E07000146,Airfield,E05005801,"[[0.36523969615724877,52.658157257571759],[0.36944420701555009,52.660244805954633],[0.37040424738794386,52.661344144629773],[0.37053177884431077,52.662333382919769],[0.36959885329122449,52.663021115230983],[0.36782475769300504,52.66349894018871],[0.36233168774651053,52.663738914016108],[0.36150825311502066,52.664786755905716],[0.3610785401759824,52.666610702420812],[0.36257323163066368,52.669699293844921],[0.36667214515025304,52.669784802359253],[0.37042762649811978,52.670768952487087],[0.37455890362959815,52.670438952743361],[0.37639189344844864,52.669709856273215],[0.38293221643361708,52.665079014526533],[0.3835777269739879,52.665172106299522],[0.3880840691066465,52.663785658841313],[0.39662418978826658,52.663717524174068],[0.40385631996380861,52.662668327142562],[0.40535830260883127,52.662118983022168],[0.41678042196324944,52.662022323219183],[0.41699852623755052,52.661606071243177],[0.41897022709838133,52.661745718098302],[0.4194956976252715,52.663495561833535],[0.41774556738771812,52.666353856970026],[0.41680929513345027,52.666728124721551],[0.41542829879586879,52.66821120883278],[0.41353288965093693,52.66873543191948],[0.41092992360052649,52.670756725611966],[0.40875554018461624,52.67102576480319],[0.4071595645671916,52.672481566730056],[0.40654796854021269,52.673599138024898],[0.40390650658713645,52.674041175395935],[0.40402964684196035,52.67860202655217],[0.40430989125314803,52.679582741902387],[0.40488478008421597,52.679948810536288],[0.40421682687520916,52.681149223868815],[0.40324921565465704,52.681553771582642],[0.40311866407317209,52.682435755128161],[0.40210643723123485,52.682594799775444],[0.40353766274244451,52.688854718978519],[0.40595296064657593,52.68950706567886],[0.40844033674389596,52.688884649741681],[0.41077307402081503,52.688679015201423],[0.41744189570718787,52.688856113756849],[0.42004100643134401,52.688598931034043],[0.4218285674385901,52.688839385249963],[0.42010735861895782,52.6920477810271],[0.4196577310444724,52.694087384238514],[0.42484628672307356,52.692694627054571],[0.42628068069395775,52.692968308799053],[0.42776523203678302,52.694143657615776],[0.4318087569027379,52.69398976189423],[0.43352228811975191,52.693291004351828],[0.43542112869053834,52.693719638427588],[0.43652710270373152,52.693381295360076],[0.44604202386701308,52.693097170542913],[0.45127793770177549,52.693490808738893],[0.45100201060217454,52.695276864690406],[0.45149009440655485,52.696644397887894],[0.45217582426593994,52.6970761810068],[0.45271602318358078,52.698183646417647],[0.4532943786617018,52.697781450384383],[0.4542233123222072,52.697903357338419],[0.45470717763127111,52.697161422244235],[0.47052798891075631,52.696379532548015],[0.4812476730034303,52.69741812588753],[0.48365501898996222,52.698239059145784],[0.4870313777831709,52.698242881191582],[0.4935036834417989,52.694706114694213],[0.49145769301371761,52.692848226064143],[0.49336491663878917,52.691257082279087],[0.48514450500727285,52.687638577170411],[0.49123582721491693,52.684347316989694],[0.49739832513279186,52.683669190826087],[0.4998115764277809,52.683071578222268],[0.50039226835877959,52.68261866395477],[0.50144992414462086,52.682588257485527],[0.50630470272695016,52.680781738339213],[0.50745618143802351,52.680686367253358],[0.50707958618262705,52.677364525562737],[0.51203648565285231,52.677713720984819],[0.51274022757481263,52.678016223777924],[0.51688613622826884,52.677638701610817],[0.51974090341268631,52.677629282975587],[0.52071833816782354,52.677877374607505],[0.52397921818185,52.677675739837028],[0.52581757715227651,52.678460284551647],[0.52789605894507818,52.678534632336209],[0.53839075887655807,52.6805916658776],[0.55045381767189827,52.680725589618675],[0.55098193688295638,52.680520857527085],[0.55320075237430422,52.678635071711483],[0.56338989748718105,52.673226681366344],[0.56473633616305852,52.671589761699423],[0.56496407175744345,52.668530178190373],[0.56423880272622207,52.666398535553704],[0.56439863791422373,52.663066230879672],[0.5621769778554504,52.655295570642693],[0.57306652141438863,52.653816860475978],[0.57850787760989641,52.653515088370256],[0.57547139339201836,52.645197639989291],[0.55719270852496505,52.642428297958951],[0.55373008850213612,52.639221757359692],[0.5531933000694389,52.639725240070611],[0.55023797502693572,52.637328601738162],[0.54356683883014945,52.636630312390736],[0.54148541578331322,52.636038334502715],[0.53857383157377381,52.636169078027869],[0.53269903078819081,52.637402692415804],[0.52061147997776791,52.637741380750569],[0.51961126291432636,52.637825583448247],[0.5196418006636917,52.638151346422745],[0.51492961121076242,52.638254162428865],[0.5149315454878407,52.638442992903407],[0.51454728723098242,52.638185865438018],[0.50460301943719843,52.63871032478287],[0.49660548020605427,52.638278433831672],[0.48879559429063962,52.63917017584955],[0.48276780627010452,52.640188668910064],[0.47608256529318466,52.64079889804502],[0.47577167007570953,52.639063585949451],[0.46655558935581903,52.638852983560675],[0.46478279249064752,52.636607709659273],[0.46296577452560717,52.636913383034354],[0.46419841808578899,52.636123464531593],[0.45936233760492462,52.637363277724653],[0.45902402455870883,52.636706695022468],[0.45007680958353763,52.636217571601492],[0.44955460984909118,52.635390369609247],[0.44812736548213333,52.635451332170867],[0.44481420908975394,52.634214115729236],[0.44484130014851786,52.633878159917451],[0.44267219726096069,52.63375470719393],[0.44163090544598471,52.632703458483327],[0.44028139662100158,52.632701596708607],[0.44011760323517762,52.632199582691648],[0.43509153823045715,52.633028621207018],[0.43322830942870705,52.634288028110724],[0.43108307373898974,52.63368914218298],[0.43076857213100372,52.632548182871801],[0.4283393149853047,52.633089905007409],[0.42549420191453391,52.632926060535155],[0.42593142084399699,52.632040458439192],[0.42460092040716352,52.631738502628593],[0.42496116176895576,52.632828199947859],[0.42173817692066273,52.633475923955437],[0.417308645253682,52.633204924216955],[0.4124215373623637,52.633426799273927],[0.41062715622292428,52.633638708950855],[0.41080184566279232,52.634180901681205],[0.40802135725918315,52.634630467151716],[0.40785998803760554,52.634867471834561],[0.40742667988297926,52.6332739172381],[0.40624520931259145,52.633425659564836],[0.40641941668777209,52.633797968394049],[0.40495420774697938,52.634137945675576],[0.40284201393737179,52.633810352272704],[0.40032995033308416,52.634952858533055],[0.39824145516199683,52.634869303889815],[0.39794289563208696,52.633950968824934],[0.39554637647875146,52.634424740389207],[0.39565006438018091,52.635022415957962],[0.38812592599445572,52.636058251828231],[0.38511511101454832,52.636762723369024],[0.38210018432619103,52.637014046524328],[0.38265617964824805,52.638623197875397],[0.37936501908552805,52.639776422823118],[0.37414705006351406,52.643542635152791],[0.37330905390770214,52.64469234886014],[0.37283626344219567,52.647099991059676],[0.37038741405731551,52.647388213284209],[0.36620340196076134,52.647220951500337],[0.36675019917864249,52.654720960262765],[0.36523969615724877,52.658157257571759]]",,,,,The proportion of adults with no qualifications is lower than the national average.,There is a much lower proportion of claimants in this ward than the national avearage,There is a low percentage of residents with no car or van availability compared to the national average.,Most young people attend Downham Market Academy (PE38 9LL) at 43%.,has been rated as inadequate by Ofsted,Downham Market Academy (PE38 9LL)has been rated as inadequate by Ofsted,This school has an average proportion of students who live in low-income households,,This ward has the lowest percentage of residents in the lower social classes within King's Lynn and West Norfolk.,,,,,,,,,1342,23.48
Cambridgeshire,E28000088,Huntingdonshire,E07000011,Alconbury and The Stukeleys,E05008525,"[[-0.29020110186334008,52.383387412141779],[-0.28594254930571361,52.383699731280046],[-0.28528595527680983,52.385212460238506],[-0.28344112163603036,52.384924903233973],[-0.28237421425426917,52.385990212732928],[-0.28172082013157868,52.385749607795709],[-0.28073718840908624,52.386634450466047],[-0.27953119348694588,52.385527086958085],[-0.27782841168461364,52.386764669913759],[-0.2771832536614689,52.386462227709394],[-0.27597881246716433,52.387507408741122],[-0.27412442809516463,52.387050576682789],[-0.26910482556305809,52.39039111568875],[-0.27052468233144999,52.391399244981109],[-0.26775578519396825,52.393165902600735],[-0.2646810345994548,52.393093833709905],[-0.26238914945484199,52.393856849760269],[-0.25995594895145691,52.395336135915514],[-0.25671122573403432,52.396366366322574],[-0.25434271994513968,52.396010416825007],[-0.25143199599466537,52.397324182147727],[-0.24792794428201922,52.397283085754886],[-0.24542983440544344,52.398230590152295],[-0.2435900387866653,52.397848115873209],[-0.24050550717768632,52.398383109741346],[-0.23995524111350766,52.397878639159906],[-0.23804661700874807,52.399116207934831],[-0.2378608973701534,52.398907503545225],[-0.23471210316138733,52.394935681776751],[-0.23307091835862856,52.394774528890089],[-0.2329026525341896,52.393871950607128],[-0.23372953619620526,52.392671340692608],[-0.23339904419733346,52.392004634614018],[-0.23232524781295688,52.391954423016323],[-0.23143407420476675,52.392370853865039],[-0.23011288109160877,52.392076915749364],[-0.22998857815619861,52.391473513018603],[-0.22864268836340637,52.390181053638273],[-0.22833625763317872,52.389611774667941],[-0.22886025206859253,52.389150223754172],[-0.22841417775491524,52.387556538003714],[-0.22759279300081547,52.386966951694383],[-0.22720441755611018,52.383786223856042],[-0.2246434662480547,52.384402360844263],[-0.22391832792613323,52.383578683571969],[-0.22165982137301046,52.384602995027905],[-0.21845313597655294,52.382786121291701],[-0.21409544286829732,52.383500778572419],[-0.21374079302744659,52.382970282475597],[-0.21059483742979099,52.38307829455384],[-0.20950570873328886,52.381849724596094],[-0.208036022498927,52.377831571553813],[-0.20678876978278965,52.377102342608687],[-0.20676741140932231,52.375273115641917],[-0.20509791666465171,52.375866395179351],[-0.20262288333082945,52.377628019329336],[-0.19926685385813714,52.378718897310129],[-0.19749918830571428,52.379985829543024],[-0.19003918332873662,52.367993897410621],[-0.1884067519991692,52.367324189789997],[-0.18632467674006484,52.365475026819141],[-0.18087406384164295,52.364863409442584],[-0.17920109755592167,52.364042833451876],[-0.17784449042103409,52.362566148933716],[-0.17638828097311313,52.362831425406725],[-0.17470878428624353,52.361923402583862],[-0.17595582541882993,52.360994043823347],[-0.17833129315351373,52.360584738238039],[-0.17879198367447208,52.360845419378379],[-0.1797236315396836,52.359582070197831],[-0.18229635708515082,52.35772984167567],[-0.1830991022408314,52.356487862279543],[-0.18235794026958169,52.354723975709106],[-0.18409492846110059,52.353904539331126],[-0.18433724719953434,52.353474902116659],[-0.18741662307264942,52.353257804816842],[-0.18926694748992287,52.352499452451411],[-0.19316556212857916,52.353397080536794],[-0.19479509271353063,52.350127508954948],[-0.19436238847301779,52.350009346477684],[-0.19509158108406635,52.348543241619339],[-0.19723836836136527,52.349044420505678],[-0.19997946234612865,52.346336560689586],[-0.2037436408642721,52.350217120956088],[-0.20558932288038545,52.348839737666118],[-0.20735333412062959,52.348242497698877],[-0.21017210857036595,52.34523077032506],[-0.21319663684135554,52.343005295873851],[-0.2089621533368568,52.34073018057564],[-0.20961128280595023,52.339959602448097],[-0.21141799384199783,52.339313514810989],[-0.2126066512747023,52.338268653927379],[-0.21642698191464552,52.333392728572896],[-0.21889730778534855,52.332035470012727],[-0.22276668676732661,52.330629931125834],[-0.22320928735277537,52.330205038376469],[-0.22413606564042618,52.330298975963444],[-0.22451358546801076,52.330765058250215],[-0.22530689735372447,52.330124213050034],[-0.22661574103702894,52.330643738877512],[-0.22665600459775828,52.331510235580488],[-0.22576626858327864,52.331811571834933],[-0.22575426126193626,52.332293280581204],[-0.22611595981835902,52.333013593333],[-0.22732652274868995,52.333275454700342],[-0.22830505764827647,52.332993416413807],[-0.2287892098419344,52.33215456197118],[-0.23067538219356584,52.33115424178645],[-0.23183808444027396,52.330779561126924],[-0.23342387027127223,52.330907650052083],[-0.23455711435912457,52.331345360912756],[-0.23532931451287595,52.332630977454002],[-0.23612537280516135,52.333281257772036],[-0.23693411255623761,52.333427358677838],[-0.23686682756051508,52.333938809695951],[-0.23842450144022143,52.334963695237178],[-0.24054919953906692,52.334866831242749],[-0.24117270535785518,52.335430917682572],[-0.24264215653913337,52.335723452009923],[-0.24470197196859753,52.336746736953835],[-0.24482239421120214,52.337746568536737],[-0.24553352403865975,52.338212066051241],[-0.24792506784152196,52.33838879088637],[-0.2495550856860109,52.338038935800988],[-0.24981092179006545,52.337395345436157],[-0.25213359605918928,52.337270555042338],[-0.25309921591470791,52.337572579615895],[-0.25396777682976196,52.337361511752739],[-0.25697542983795252,52.335866595843108],[-0.25812054114833782,52.334214701248861],[-0.25910749614402939,52.333861520256008],[-0.25996794992089922,52.332657643895608],[-0.26075474822740241,52.333102591523684],[-0.26303303257212496,52.333205433281783],[-0.26343289644748596,52.332437998642007],[-0.26749188087262743,52.332415826676588],[-0.26841083109054242,52.333051519241046],[-0.26956329290645575,52.333307609283182],[-0.27030109710617917,52.334260726276092],[-0.27182569849175414,52.334607639299847],[-0.27248061509726945,52.334449939062978],[-0.27223796905281233,52.333595769415084],[-0.27317762085161523,52.333661740193072],[-0.2733806002013659,52.333275309192231],[-0.27513337082433109,52.33353023333688],[-0.27539286373313882,52.334556331448091],[-0.27685837342614178,52.33419830582497],[-0.27796058957886111,52.332801869490147],[-0.27998276544030176,52.332962581234113],[-0.28215350246654358,52.345428507885671],[-0.28274376827168562,52.346943088683709],[-0.28486525674140356,52.348346072112449],[-0.28228600626638278,52.351215493585357],[-0.28228083164577095,52.352030079901674],[-0.28176632455907985,52.352538646457248],[-0.27820370723800741,52.35375724568329],[-0.27777314063729636,52.354219467758575],[-0.28276793600493227,52.353859656895089],[-0.28437221424773507,52.353497260466717],[-0.28558923114217388,52.352823510379032],[-0.28658425369635643,52.35158094650582],[-0.28753299266694499,52.351957945604944],[-0.28830880887340216,52.351257993389041],[-0.29343506896553539,52.353192506342651],[-0.29397641177587985,52.354732476979613],[-0.29383427622021063,52.355830028884071],[-0.29546591688151896,52.356055925824826],[-0.29507063686645885,52.357625516309717],[-0.29458416419774064,52.357637370049147],[-0.29449767586760534,52.359274337514798],[-0.29590002380231523,52.359162441391483],[-0.29598626313914805,52.359363238257224],[-0.29337913357077294,52.361015141236074],[-0.29225091038664441,52.36079290036183],[-0.29064285533873174,52.362085967159452],[-0.28645102093426744,52.366572240536918],[-0.28353829864475372,52.368811047682883],[-0.28185236864056684,52.370733159083031],[-0.28306793850132927,52.372153542022154],[-0.28770404053981885,52.375158293721263],[-0.28943104788661167,52.376545479343591],[-0.28938409307075785,52.377036668569922],[-0.29183530745279307,52.378466661917301],[-0.29160457564507236,52.378735776509103],[-0.29247319650489845,52.379642091999536],[-0.29117912471600327,52.38111867149275],[-0.29020110186334008,52.383387412141779]]",,,,,The proportion of adults with no qualifications is lower than the national average.,There is a much lower proportion of claimants in this ward than the national avearage,There is a low percentage of residents with no car or van availability compared to the national average.,Most young people attend Sawtry Community College (PE28 5TQ) at 100%.,has been rated as requiring improvement by Ofsted.,Sawtry Community College (PE28 5TQ) has been rated as requiring improvement by Ofsted.,This school has a low proportion of students who live in low-income households.,,,,,,,,,,,759,20.71
