LSOA Code,lsoa_label_01,name,imd_rank_15,imd_decile_15,idaci_rank_15,IDACI Decile 15,geometry,imd_rank_19,imd_decile_19,idaci_rank_19,decile_rank
E01029912,Babergh 007A,Sudbury East,6905,3,9626,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.738943,52.049469,0.0 0.740293,52.04883,0.0 0.740905,52.049137,0.0 0.742019,52.048598,0.0 0.742499,52.048362,0.0 0.739549,52.046829,0.0 0.739209,52.046003,0.0 0.743394,52.047933,0.0 0.744888,52.047111,0.0 0.740975,52.045142,0.0 0.74049,52.045444,0.0 0.740615,52.044929,0.0 0.740048,52.044625,0.0 0.739365,52.043972,0.0 0.738369,52.043639,0.0 0.734771,52.042146,0.0 0.735041,52.041648,0.0 0.7351,52.041654,0.0 0.735443,52.041401,0.0 0.73502,52.040913,0.0 0.735846,52.040464,0.0 0.733917,52.038573,0.0 0.733752,52.038556,0.0 0.733249,52.038869,0.0 0.73309,52.03964,0.0 0.731087,52.040826,0.0 0.732145,52.041631,0.0 0.731579,52.04195,0.0 0.732738,52.042577,0.0 0.733097,52.042348,0.0 0.734386,52.043345,0.0 0.737359,52.046164,0.0 0.73819,52.047143,0.0 0.739051,52.048672,0.0 0.738465,52.049345,0.0 0.738943,52.049469,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","8,724",3,10395,4
E01029913,Babergh 007B,Sudbury East,21835,7,24094,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.745843,52.046989,0.0 0.746531,52.046568,0.0 0.747152,52.047388,0.0 0.752272,52.045426,0.0 0.756142,52.041583,0.0 0.753463,52.040546,0.0 0.752504,52.040462,0.0 0.746045,52.038975,0.0 0.743679,52.038817,0.0 0.742554,52.038779,0.0 0.738313,52.038854,0.0 0.737894,52.038822,0.0 0.733917,52.038573,0.0 0.735846,52.040464,0.0 0.73502,52.040913,0.0 0.735443,52.041401,0.0 0.7351,52.041654,0.0 0.735041,52.041648,0.0 0.734771,52.042146,0.0 0.738369,52.043639,0.0 0.739365,52.043972,0.0 0.740048,52.044625,0.0 0.740615,52.044929,0.0 0.74049,52.045444,0.0 0.740975,52.045142,0.0 0.744888,52.047111,0.0 0.745894,52.047591,0.0 0.745843,52.046989,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","25,980",8,26741,9
E01029914,Babergh 007C,Sudbury East,7291,3,7526,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.745542,52.050149,0.0 0.746657,52.048685,0.0 0.747841,52.048347,0.0 0.746838,52.047498,0.0 0.747152,52.047388,0.0 0.746531,52.046568,0.0 0.745843,52.046989,0.0 0.745894,52.047591,0.0 0.744888,52.047111,0.0 0.743394,52.047933,0.0 0.739209,52.046003,0.0 0.739549,52.046829,0.0 0.742499,52.048362,0.0 0.742019,52.048598,0.0 0.740905,52.049137,0.0 0.740293,52.04883,0.0 0.738943,52.049469,0.0 0.738465,52.049345,0.0 0.739051,52.048672,0.0 0.73819,52.047143,0.0 0.736964,52.047987,0.0 0.736406,52.048508,0.0 0.735182,52.049328,0.0 0.735567,52.05026,0.0 0.735801,52.050884,0.0 0.737047,52.05059,0.0 0.737556,52.051054,0.0 0.74077,52.049923,0.0 0.744412,52.052409,0.0 0.746368,52.051275,0.0 0.745542,52.050149,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","8,371",3,9567,3
E01029915,Babergh 007D,Sudbury North,17054,6,20410,7,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.729674,52.047098,0.0 0.730697,52.046897,0.0 0.731013,52.047495,0.0 0.731802,52.047254,0.0 0.732117,52.04647,0.0 0.731149,52.045783,0.0 0.731965,52.044997,0.0 0.731068,52.044514,0.0 0.730348,52.044949,0.0 0.729672,52.044328,0.0 0.729826,52.04393,0.0 0.730964,52.043844,0.0 0.73173,52.043804,0.0 0.732232,52.043299,0.0 0.733615,52.043835,0.0 0.734386,52.043345,0.0 0.733097,52.042348,0.0 0.732738,52.042577,0.0 0.731579,52.04195,0.0 0.730615,52.042342,0.0 0.729382,52.043031,0.0 0.728321,52.042491,0.0 0.728491,52.042105,0.0 0.727532,52.042116,0.0 0.726048,52.041174,0.0 0.725117,52.041599,0.0 0.725494,52.042143,0.0 0.72533,52.043545,0.0 0.724493,52.044116,0.0 0.723642,52.044467,0.0 0.723033,52.045585,0.0 0.722087,52.046247,0.0 0.724572,52.047863,0.0 0.726479,52.046496,0.0 0.727059,52.046663,0.0 0.726849,52.047338,0.0 0.726896,52.04803,0.0 0.727795,52.048506,0.0 0.728807,52.047905,0.0 0.728889,52.047449,0.0 0.729674,52.047098,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","16,871",6,15786,5
E01029916,Babergh 007E,Sudbury North,6677,3,3729,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.744412,52.052409,0.0 0.74077,52.049923,0.0 0.737556,52.051054,0.0 0.737047,52.05059,0.0 0.735801,52.050884,0.0 0.735567,52.05026,0.0 0.735182,52.049328,0.0 0.736406,52.048508,0.0 0.736964,52.047987,0.0 0.73819,52.047143,0.0 0.737359,52.046164,0.0 0.734386,52.043345,0.0 0.733615,52.043835,0.0 0.732232,52.043299,0.0 0.73173,52.043804,0.0 0.730964,52.043844,0.0 0.729826,52.04393,0.0 0.729672,52.044328,0.0 0.730348,52.044949,0.0 0.731068,52.044514,0.0 0.731965,52.044997,0.0 0.731149,52.045783,0.0 0.732117,52.04647,0.0 0.731802,52.047254,0.0 0.731013,52.047495,0.0 0.730697,52.046897,0.0 0.729674,52.047098,0.0 0.728889,52.047449,0.0 0.728807,52.047905,0.0 0.729912,52.048485,0.0 0.730546,52.048556,0.0 0.731159,52.04825,0.0 0.731762,52.04878,0.0 0.731439,52.0491,0.0 0.730418,52.04954,0.0 0.729715,52.049149,0.0 0.72802,52.049321,0.0 0.727508,52.049855,0.0 0.729509,52.049936,0.0 0.730735,52.050433,0.0 0.731659,52.051331,0.0 0.731202,52.05155,0.0 0.731618,52.051935,0.0 0.732154,52.051802,0.0 0.733906,52.053182,0.0 0.733668,52.053624,0.0 0.736987,52.05475,0.0 0.73706,52.055311,0.0 0.738428,52.055492,0.0 0.739018,52.056933,0.0 0.74063,52.057081,0.0 0.742268,52.055491,0.0 0.744412,52.052409,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","7,430",3,6360,2
E01029917,Babergh 003C,Sudbury North,24236,8,15487,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.72061,52.056636,0.0 0.722172,52.05556,0.0 0.722656,52.055781,0.0 0.723347,52.055516,0.0 0.723674,52.055821,0.0 0.725908,52.054674,0.0 0.726764,52.054214,0.0 0.72627,52.05386,0.0 0.728289,52.052764,0.0 0.731618,52.051935,0.0 0.731202,52.05155,0.0 0.731659,52.051331,0.0 0.730735,52.050433,0.0 0.729509,52.049936,0.0 0.727508,52.049855,0.0 0.72802,52.049321,0.0 0.729715,52.049149,0.0 0.730418,52.04954,0.0 0.731439,52.0491,0.0 0.731762,52.04878,0.0 0.731159,52.04825,0.0 0.730546,52.048556,0.0 0.729912,52.048485,0.0 0.728807,52.047905,0.0 0.727795,52.048506,0.0 0.726896,52.04803,0.0 0.726849,52.047338,0.0 0.727059,52.046663,0.0 0.726479,52.046496,0.0 0.724572,52.047863,0.0 0.722087,52.046247,0.0 0.718597,52.047133,0.0 0.717541,52.047807,0.0 0.716832,52.047682,0.0 0.716219,52.048684,0.0 0.716021,52.051164,0.0 0.714989,52.051495,0.0 0.714206,52.05227,0.0 0.713044,52.052402,0.0 0.713002,52.053209,0.0 0.711464,52.053355,0.0 0.712459,52.054257,0.0 0.71488,52.055485,0.0 0.718575,52.056524,0.0 0.72061,52.056636,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","24,464",8,16328,5
E01029918,Babergh 007F,Sudbury South,9723,3,14840,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.747372,52.038291,0.0 0.745273,52.036865,0.0 0.745173,52.036798,0.0 0.742039,52.03484,0.0 0.740856,52.034474,0.0 0.738252,52.035682,0.0 0.737198,52.035659,0.0 0.736892,52.034956,0.0 0.737231,52.033261,0.0 0.739132,52.032275,0.0 0.738006,52.032093,0.0 0.737003,52.032334,0.0 0.732325,52.031292,0.0 0.728969,52.034287,0.0 0.729806,52.035834,0.0 0.730793,52.035307,0.0 0.731464,52.036337,0.0 0.730796,52.03638,0.0 0.730874,52.037133,0.0 0.73099,52.03793,0.0 0.731499,52.038029,0.0 0.73289,52.037407,0.0 0.733003,52.037975,0.0 0.732515,52.038323,0.0 0.733752,52.038556,0.0 0.733917,52.038573,0.0 0.737894,52.038822,0.0 0.738313,52.038854,0.0 0.742554,52.038779,0.0 0.743679,52.038817,0.0 0.746045,52.038975,0.0 0.747372,52.038291,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","11,370",4,19048,6
E01029919,Babergh 007G,Sudbury South,18483,6,19355,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.713679,52.048594,0.0 0.714111,52.048568,0.0 0.714348,52.048949,0.0 0.716219,52.048684,0.0 0.716832,52.047682,0.0 0.717541,52.047807,0.0 0.718597,52.047133,0.0 0.722087,52.046247,0.0 0.723033,52.045585,0.0 0.723642,52.044467,0.0 0.724493,52.044116,0.0 0.72533,52.043545,0.0 0.725494,52.042143,0.0 0.725117,52.041599,0.0 0.726048,52.041174,0.0 0.726714,52.040923,0.0 0.725003,52.04081,0.0 0.725057,52.040461,0.0 0.722598,52.040014,0.0 0.725323,52.039354,0.0 0.726214,52.038823,0.0 0.726902,52.037647,0.0 0.726122,52.03751,0.0 0.725788,52.037036,0.0 0.726169,52.036711,0.0 0.725493,52.03628,0.0 0.724715,52.036255,0.0 0.724001,52.035912,0.0 0.723527,52.034955,0.0 0.722595,52.035183,0.0 0.721743,52.034586,0.0 0.721641,52.033821,0.0 0.722867,52.033649,0.0 0.724669,52.033501,0.0 0.728376,52.033699,0.0 0.728969,52.034287,0.0 0.732325,52.031292,0.0 0.719355,52.027851,0.0 0.714352,52.027317,0.0 0.713468,52.028005,0.0 0.711927,52.02834,0.0 0.710551,52.028243,0.0 0.706485,52.029523,0.0 0.707382,52.030553,0.0 0.708114,52.032433,0.0 0.710609,52.033006,0.0 0.712463,52.034867,0.0 0.703737,52.036186,0.0 0.702579,52.037751,0.0 0.698778,52.036709,0.0 0.696396,52.039486,0.0 0.69693,52.042969,0.0 0.698639,52.044517,0.0 0.698348,52.046857,0.0 0.698947,52.046877,0.0 0.699625,52.048295,0.0 0.699356,52.048435,0.0 0.70052,52.048489,0.0 0.701153,52.048097,0.0 0.702617,52.047887,0.0 0.703087,52.047381,0.0 0.70394,52.047322,0.0 0.706985,52.048162,0.0 0.709235,52.048311,0.0 0.709816,52.048632,0.0 0.711926,52.048441,0.0 0.712664,52.049023,0.0 0.713679,52.048594,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","17,641",6,17235,6
E01029920,Babergh 007H,Sudbury South,12091,4,15018,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.732515,52.038323,0.0 0.733003,52.037975,0.0 0.73289,52.037407,0.0 0.731499,52.038029,0.0 0.73099,52.03793,0.0 0.730874,52.037133,0.0 0.730796,52.03638,0.0 0.731464,52.036337,0.0 0.730793,52.035307,0.0 0.729806,52.035834,0.0 0.728969,52.034287,0.0 0.728376,52.033699,0.0 0.724669,52.033501,0.0 0.722867,52.033649,0.0 0.721641,52.033821,0.0 0.721743,52.034586,0.0 0.722595,52.035183,0.0 0.723527,52.034955,0.0 0.724001,52.035912,0.0 0.724715,52.036255,0.0 0.725493,52.03628,0.0 0.726169,52.036711,0.0 0.725788,52.037036,0.0 0.726122,52.03751,0.0 0.726902,52.037647,0.0 0.726214,52.038823,0.0 0.725323,52.039354,0.0 0.722598,52.040014,0.0 0.725057,52.040461,0.0 0.725003,52.04081,0.0 0.726714,52.040923,0.0 0.726048,52.041174,0.0 0.727532,52.042116,0.0 0.728491,52.042105,0.0 0.728321,52.042491,0.0 0.729382,52.043031,0.0 0.730615,52.042342,0.0 0.731579,52.04195,0.0 0.732145,52.041631,0.0 0.731087,52.040826,0.0 0.73309,52.03964,0.0 0.733249,52.038869,0.0 0.733752,52.038556,0.0 0.732515,52.038323,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","12,601",4,14452,5
E01029921,Babergh 006B,Waldingfield,25870,8,25274,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.779978,52.066872,0.0 0.777474,52.063819,0.0 0.775972,52.06347,0.0 0.779928,52.062243,0.0 0.782584,52.063889,0.0 0.785432,52.062292,0.0 0.786741,52.061047,0.0 0.785538,52.060248,0.0 0.783948,52.060493,0.0 0.782484,52.058756,0.0 0.778825,52.057024,0.0 0.777789,52.05669,0.0 0.777823,52.056194,0.0 0.778255,52.055828,0.0 0.777623,52.054732,0.0 0.777091,52.054313,0.0 0.776541,52.054482,0.0 0.776312,52.054228,0.0 0.778748,52.052162,0.0 0.777978,52.05337,0.0 0.77816,52.054022,0.0 0.778862,52.054228,0.0 0.779712,52.053821,0.0 0.779388,52.054041,0.0 0.780052,52.054677,0.0 0.781623,52.054931,0.0 0.780556,52.055583,0.0 0.780827,52.05582,0.0 0.78249,52.055096,0.0 0.783368,52.052871,0.0 0.78241,52.052981,0.0 0.781666,52.052623,0.0 0.781716,52.051982,0.0 0.784078,52.050772,0.0 0.783545,52.049825,0.0 0.784998,52.047133,0.0 0.783905,52.047195,0.0 0.782694,52.0467,0.0 0.780924,52.046541,0.0 0.776724,52.044449,0.0 0.777267,52.043027,0.0 0.768617,52.041465,0.0 0.766395,52.041868,0.0 0.761128,52.041497,0.0 0.756829,52.040728,0.0 0.753463,52.040546,0.0 0.756142,52.041583,0.0 0.752272,52.045426,0.0 0.747152,52.047388,0.0 0.746838,52.047498,0.0 0.747841,52.048347,0.0 0.746657,52.048685,0.0 0.745542,52.050149,0.0 0.746368,52.051275,0.0 0.744412,52.052409,0.0 0.742268,52.055491,0.0 0.74063,52.057081,0.0 0.740121,52.058495,0.0 0.743173,52.059098,0.0 0.743633,52.058093,0.0 0.743494,52.056939,0.0 0.748126,52.05695,0.0 0.748084,52.057481,0.0 0.749668,52.059075,0.0 0.751502,52.059777,0.0 0.753673,52.060511,0.0 0.753671,52.060199,0.0 0.766053,52.058098,0.0 0.766046,52.057736,0.0 0.768886,52.058093,0.0 0.769075,52.058951,0.0 0.768707,52.059463,0.0 0.769049,52.059969,0.0 0.7717,52.060349,0.0 0.772989,52.061512,0.0 0.773184,52.064348,0.0 0.772017,52.065104,0.0 0.772813,52.067302,0.0 0.773848,52.066985,0.0 0.774182,52.067393,0.0 0.772815,52.06783,0.0 0.77376,52.070869,0.0 0.7751,52.071878,0.0 0.777531,52.072444,0.0 0.777844,52.073009,0.0 0.779823,52.071752,0.0 0.780889,52.069671,0.0 0.779978,52.066872,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","27,850",9,19424,6
E01029922,Babergh 006C,Waldingfield,9906,4,5332,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.777755,52.099728,0.0 0.782429,52.096433,0.0 0.783971,52.097501,0.0 0.785397,52.096922,0.0 0.785002,52.095315,0.0 0.785655,52.094833,0.0 0.78393,52.09319,0.0 0.7866,52.09086,0.0 0.789592,52.089446,0.0 0.799477,52.091232,0.0 0.800906,52.091625,0.0 0.803236,52.093092,0.0 0.803712,52.092056,0.0 0.804893,52.092263,0.0 0.80461,52.090924,0.0 0.804226,52.091018,0.0 0.80346,52.09029,0.0 0.805335,52.088511,0.0 0.805963,52.087606,0.0 0.805963,52.086559,0.0 0.811629,52.083525,0.0 0.814035,52.086187,0.0 0.818934,52.085719,0.0 0.820128,52.085058,0.0 0.821338,52.085783,0.0 0.822974,52.08485,0.0 0.820787,52.083891,0.0 0.821287,52.083526,0.0 0.82008,52.082771,0.0 0.82128,52.08233,0.0 0.821565,52.081986,0.0 0.821144,52.081784,0.0 0.822583,52.08093,0.0 0.825451,52.08121,0.0 0.828574,52.082253,0.0 0.830234,52.080382,0.0 0.830052,52.079161,0.0 0.831925,52.078696,0.0 0.832555,52.079785,0.0 0.835288,52.078921,0.0 0.833318,52.076965,0.0 0.831576,52.077127,0.0 0.829369,52.078416,0.0 0.828483,52.077563,0.0 0.824528,52.076018,0.0 0.825068,52.075524,0.0 0.824215,52.07531,0.0 0.824405,52.074913,0.0 0.827346,52.072663,0.0 0.829265,52.073823,0.0 0.832073,52.072848,0.0 0.833444,52.073723,0.0 0.833944,52.07524,0.0 0.837483,52.073576,0.0 0.837843,52.071635,0.0 0.837051,52.070836,0.0 0.837643,52.07033,0.0 0.836291,52.069828,0.0 0.837218,52.069033,0.0 0.838081,52.06943,0.0 0.839085,52.068763,0.0 0.839213,52.066359,0.0 0.838817,52.066265,0.0 0.840019,52.064855,0.0 0.839392,52.064084,0.0 0.84101,52.063045,0.0 0.838331,52.062033,0.0 0.836156,52.062139,0.0 0.835485,52.061416,0.0 0.835418,52.060284,0.0 0.83077,52.059271,0.0 0.829924,52.058456,0.0 0.82887,52.058543,0.0 0.828182,52.059052,0.0 0.826195,52.058615,0.0 0.825264,52.059708,0.0 0.824311,52.059395,0.0 0.823904,52.059722,0.0 0.822881,52.059468,0.0 0.823029,52.059102,0.0 0.822184,52.058901,0.0 0.822306,52.058722,0.0 0.819517,52.057966,0.0 0.817871,52.059479,0.0 0.815528,52.058898,0.0 0.815932,52.058495,0.0 0.81241,52.056663,0.0 0.81313,52.056109,0.0 0.812069,52.055377,0.0 0.814275,52.055316,0.0 0.818526,52.056012,0.0 0.820349,52.055237,0.0 0.819029,52.054797,0.0 0.816369,52.054867,0.0 0.813572,52.054509,0.0 0.813709,52.054229,0.0 0.815483,52.05437,0.0 0.814655,52.052873,0.0 0.813297,52.052999,0.0 0.812628,52.052619,0.0 0.811092,52.050743,0.0 0.810131,52.050905,0.0 0.809672,52.049962,0.0 0.808948,52.050235,0.0 0.808846,52.049877,0.0 0.808347,52.049955,0.0 0.808038,52.048579,0.0 0.806376,52.048619,0.0 0.806344,52.047756,0.0 0.804719,52.048538,0.0 0.804522,52.050519,0.0 0.802062,52.051923,0.0 0.800398,52.051482,0.0 0.799476,52.050599,0.0 0.800655,52.049574,0.0 0.80131,52.048104,0.0 0.799664,52.04703,0.0 0.79618,52.047502,0.0 0.79287,52.047299,0.0 0.784998,52.047133,0.0 0.783545,52.049825,0.0 0.784078,52.050772,0.0 0.781716,52.051982,0.0 0.781666,52.052623,0.0 0.78241,52.052981,0.0 0.783368,52.052871,0.0 0.78249,52.055096,0.0 0.780827,52.05582,0.0 0.780556,52.055583,0.0 0.781623,52.054931,0.0 0.780052,52.054677,0.0 0.779388,52.054041,0.0 0.779712,52.053821,0.0 0.778862,52.054228,0.0 0.77816,52.054022,0.0 0.777978,52.05337,0.0 0.778748,52.052162,0.0 0.776312,52.054228,0.0 0.776541,52.054482,0.0 0.777091,52.054313,0.0 0.777623,52.054732,0.0 0.778255,52.055828,0.0 0.777823,52.056194,0.0 0.777789,52.05669,0.0 0.778825,52.057024,0.0 0.782484,52.058756,0.0 0.783948,52.060493,0.0 0.785538,52.060248,0.0 0.786741,52.061047,0.0 0.785432,52.062292,0.0 0.782584,52.063889,0.0 0.779928,52.062243,0.0 0.775972,52.06347,0.0 0.777474,52.063819,0.0 0.779978,52.066872,0.0 0.780889,52.069671,0.0 0.779823,52.071752,0.0 0.777844,52.073009,0.0 0.777531,52.072444,0.0 0.7751,52.071878,0.0 0.77376,52.070869,0.0 0.772815,52.06783,0.0 0.77154,52.067914,0.0 0.770672,52.068669,0.0 0.770126,52.070142,0.0 0.769465,52.070105,0.0 0.7681,52.070029,0.0 0.76718,52.073345,0.0 0.762099,52.071177,0.0 0.762133,52.070715,0.0 0.761144,52.070785,0.0 0.760937,52.071872,0.0 0.759135,52.072335,0.0 0.758648,52.071597,0.0 0.759281,52.0712,0.0 0.7583,52.070495,0.0 0.759378,52.0705,0.0 0.759641,52.070089,0.0 0.761999,52.070283,0.0 0.763251,52.069463,0.0 0.763066,52.06885,0.0 0.760055,52.069195,0.0 0.75755,52.069597,0.0 0.757744,52.070183,0.0 0.757089,52.06974,0.0 0.756985,52.068762,0.0 0.756541,52.067244,0.0 0.756047,52.067031,0.0 0.754884,52.066468,0.0 0.757206,52.063272,0.0 0.753333,52.062768,0.0 0.752445,52.062321,0.0 0.751502,52.059777,0.0 0.749668,52.059075,0.0 0.748084,52.057481,0.0 0.748126,52.05695,0.0 0.743494,52.056939,0.0 0.743633,52.058093,0.0 0.743173,52.059098,0.0 0.740121,52.058495,0.0 0.740382,52.059324,0.0 0.738666,52.060517,0.0 0.73826,52.062084,0.0 0.738898,52.062446,0.0 0.740652,52.062427,0.0 0.740888,52.064343,0.0 0.741717,52.066397,0.0 0.742109,52.066499,0.0 0.741101,52.068246,0.0 0.740576,52.070515,0.0 0.739536,52.071614,0.0 0.736296,52.073026,0.0 0.734918,52.074974,0.0 0.736512,52.077352,0.0 0.736874,52.079422,0.0 0.736837,52.080424,0.0 0.738775,52.081103,0.0 0.739864,52.081933,0.0 0.742387,52.082385,0.0 0.743183,52.081895,0.0 0.743786,52.082417,0.0 0.744181,52.082291,0.0 0.745042,52.083136,0.0 0.745776,52.084213,0.0 0.745251,52.086407,0.0 0.745501,52.087098,0.0 0.744644,52.088495,0.0 0.745131,52.088179,0.0 0.746766,52.088386,0.0 0.746563,52.08896,0.0 0.744971,52.089116,0.0 0.746252,52.089922,0.0 0.745631,52.090975,0.0 0.746389,52.090992,0.0 0.74636,52.091394,0.0 0.748283,52.092744,0.0 0.747922,52.093217,0.0 0.748583,52.093257,0.0 0.749711,52.095188,0.0 0.749524,52.095687,0.0 0.750152,52.095752,0.0 0.75084,52.095424,0.0 0.752876,52.095814,0.0 0.754697,52.095681,0.0 0.757207,52.096962,0.0 0.75779,52.097647,0.0 0.757699,52.098501,0.0 0.759379,52.100792,0.0 0.761662,52.102563,0.0 0.7643,52.10381,0.0 0.766819,52.106394,0.0 0.768469,52.107462,0.0 0.770444,52.106269,0.0 0.773362,52.103117,0.0 0.776721,52.101012,0.0 0.777755,52.099728,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","14,364",5,9858,4
E01029923,Babergh 006D,Waldingfield,22070,7,19010,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.76718,52.073345,0.0 0.7681,52.070029,0.0 0.769465,52.070105,0.0 0.770126,52.070142,0.0 0.770672,52.068669,0.0 0.77154,52.067914,0.0 0.772815,52.06783,0.0 0.774182,52.067393,0.0 0.773848,52.066985,0.0 0.772813,52.067302,0.0 0.772017,52.065104,0.0 0.773184,52.064348,0.0 0.772989,52.061512,0.0 0.7717,52.060349,0.0 0.769049,52.059969,0.0 0.768707,52.059463,0.0 0.769075,52.058951,0.0 0.768886,52.058093,0.0 0.766046,52.057736,0.0 0.766053,52.058098,0.0 0.753671,52.060199,0.0 0.753673,52.060511,0.0 0.751502,52.059777,0.0 0.752445,52.062321,0.0 0.753333,52.062768,0.0 0.757206,52.063272,0.0 0.754884,52.066468,0.0 0.756047,52.067031,0.0 0.756541,52.067244,0.0 0.756985,52.068762,0.0 0.757089,52.06974,0.0 0.757744,52.070183,0.0 0.75755,52.069597,0.0 0.760055,52.069195,0.0 0.763066,52.06885,0.0 0.763251,52.069463,0.0 0.761999,52.070283,0.0 0.759641,52.070089,0.0 0.759378,52.0705,0.0 0.7583,52.070495,0.0 0.759281,52.0712,0.0 0.758648,52.071597,0.0 0.759135,52.072335,0.0 0.760937,52.071872,0.0 0.761144,52.070785,0.0 0.762133,52.070715,0.0 0.762099,52.071177,0.0 0.76718,52.073345,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","24,790",8,25620,8
E01029925,Forest Heath 008A,All Saints,17404,6,19415,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.417174,52.246355,0.0 0.420837,52.242599,0.0 0.421097,52.240289,0.0 0.418775,52.240788,0.0 0.416405,52.241292,0.0 0.414464,52.241777,0.0 0.415763,52.243381,0.0 0.414429,52.24369,0.0 0.413476,52.243645,0.0 0.414071,52.244256,0.0 0.412845,52.24459,0.0 0.41313,52.24524,0.0 0.410242,52.245398,0.0 0.411982,52.244823,0.0 0.41151,52.244256,0.0 0.410544,52.244227,0.0 0.409596,52.244647,0.0 0.40875,52.244391,0.0 0.40899,52.24372,0.0 0.407433,52.243659,0.0 0.40685,52.243348,0.0 0.408546,52.242958,0.0 0.408385,52.241606,0.0 0.408992,52.241178,0.0 0.40859,52.240692,0.0 0.409387,52.240238,0.0 0.410093,52.240362,0.0 0.409294,52.239916,0.0 0.409149,52.239256,0.0 0.408756,52.239039,0.0 0.406425,52.237773,0.0 0.406198,52.237647,0.0 0.405617,52.237326,0.0 0.405488,52.237252,0.0 0.402533,52.235415,0.0 0.394919,52.230674,0.0 0.384608,52.234001,0.0 0.380457,52.231664,0.0 0.379751,52.232373,0.0 0.396027,52.240154,0.0 0.401718,52.242303,0.0 0.404011,52.243095,0.0 0.40516,52.2436,0.0 0.405484,52.243772,0.0 0.409495,52.24588,0.0 0.413323,52.24835,0.0 0.414477,52.247856,0.0 0.417174,52.246355,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","25,310",8,25767,8
E01029926,Forest Heath 001A,Brandon East,18011,6,24652,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.642486,52.451237,0.0 0.64333,52.449572,0.0 0.644412,52.445309,0.0 0.644274,52.445293,0.0 0.644195,52.443744,0.0 0.643012,52.442925,0.0 0.641905,52.442618,0.0 0.640254,52.4424,0.0 0.640048,52.443229,0.0 0.639487,52.44324,0.0 0.639384,52.443528,0.0 0.638848,52.443432,0.0 0.638557,52.444468,0.0 0.637382,52.444325,0.0 0.636454,52.444183,0.0 0.635935,52.444993,0.0 0.635449,52.444772,0.0 0.635611,52.444267,0.0 0.635182,52.444185,0.0 0.633211,52.443918,0.0 0.632436,52.444306,0.0 0.633056,52.444686,0.0 0.633805,52.444505,0.0 0.633854,52.444731,0.0 0.632582,52.445604,0.0 0.63278,52.446256,0.0 0.636495,52.446498,0.0 0.63719,52.446817,0.0 0.637009,52.447275,0.0 0.636467,52.447292,0.0 0.63496,52.447166,0.0 0.634562,52.447707,0.0 0.634205,52.447647,0.0 0.634309,52.447014,0.0 0.631765,52.447306,0.0 0.631368,52.446734,0.0 0.631664,52.446379,0.0 0.631328,52.446312,0.0 0.630388,52.446543,0.0 0.628824,52.447705,0.0 0.62673,52.448074,0.0 0.62681,52.448719,0.0 0.625024,52.449019,0.0 0.625413,52.450611,0.0 0.624982,52.450841,0.0 0.626296,52.451104,0.0 0.627371,52.450742,0.0 0.627592,52.450607,0.0 0.627969,52.450373,0.0 0.629405,52.450009,0.0 0.631169,52.450354,0.0 0.63351,52.450362,0.0 0.634171,52.450534,0.0 0.63608,52.451372,0.0 0.641518,52.450946,0.0 0.642486,52.451237,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","17,431",6,25393,8
