LSOA Code,lsoa_label_01,name,imd_rank_15,imd_decile_15,idaci_rank_15,IDACI Decile 15,geometry,imd_rank_19,imd_decile_19,idaci_rank_19,decile_rank
E01015685,Peterborough 003E,Werrington South,24987,8,27531,9,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.249085,52.612707,0.0 -0.250612,52.611862,0.0 -0.253689,52.61164,0.0 -0.256089,52.611454,0.0 -0.258289,52.611103,0.0 -0.258348,52.611097,0.0 -0.258296,52.611477,0.0 -0.261327,52.61142,0.0 -0.260745,52.612619,0.0 -0.260467,52.612829,0.0 -0.259988,52.612448,0.0 -0.25931,52.612479,0.0 -0.259174,52.613233,0.0 -0.259659,52.613492,0.0 -0.260006,52.61506,0.0 -0.261115,52.615901,0.0 -0.260899,52.616065,0.0 -0.259051,52.616211,0.0 -0.258157,52.61746,0.0 -0.2592,52.618288,0.0 -0.257345,52.619595,0.0 -0.260602,52.62076,0.0 -0.26038,52.621238,0.0 -0.255249,52.61947,0.0 -0.252358,52.617439,0.0 -0.247094,52.614643,0.0 -0.247259,52.614272,0.0 -0.249085,52.612707,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","23,725",8,21735,7
E01015686,Peterborough 006E,Werrington South,19886,7,18941,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.291326,52.62082,0.0 -0.288627,52.618746,0.0 -0.286909,52.619071,0.0 -0.284157,52.617267,0.0 -0.281708,52.618162,0.0 -0.278305,52.619395,0.0 -0.276216,52.616781,0.0 -0.275397,52.616932,0.0 -0.273605,52.614715,0.0 -0.274009,52.614554,0.0 -0.273741,52.613951,0.0 -0.274718,52.61353,0.0 -0.275613,52.613651,0.0 -0.276264,52.612674,0.0 -0.276876,52.612503,0.0 -0.276801,52.611803,0.0 -0.277471,52.611841,0.0 -0.276599,52.610111,0.0 -0.282388,52.609691,0.0 -0.283257,52.609625,0.0 -0.296593,52.617757,0.0 -0.291326,52.62082,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","22,157",7,16729,6
E01015687,Peterborough 015B,West,25568,8,24837,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.278656,52.58127,0.0 -0.278215,52.580022,0.0 -0.278708,52.580145,0.0 -0.280113,52.579762,0.0 -0.279513,52.578575,0.0 -0.278697,52.578877,0.0 -0.278859,52.57807,0.0 -0.276613,52.577568,0.0 -0.277003,52.575615,0.0 -0.277017,52.574472,0.0 -0.278224,52.573591,0.0 -0.277823,52.573067,0.0 -0.277263,52.57303,0.0 -0.277817,52.572714,0.0 -0.278254,52.572889,0.0 -0.279068,52.572483,0.0 -0.280352,52.572521,0.0 -0.28076,52.571856,0.0 -0.281497,52.571651,0.0 -0.282594,52.572185,0.0 -0.281605,52.572733,0.0 -0.28242,52.573173,0.0 -0.282966,52.573224,0.0 -0.283256,52.5724,0.0 -0.284539,52.572501,0.0 -0.284746,52.572854,0.0 -0.284078,52.573816,0.0 -0.285459,52.573707,0.0 -0.285993,52.572714,0.0 -0.286783,52.572622,0.0 -0.287671,52.572806,0.0 -0.287969,52.573242,0.0 -0.28882,52.57329,0.0 -0.288272,52.573516,0.0 -0.289055,52.573859,0.0 -0.289548,52.573445,0.0 -0.291323,52.573792,0.0 -0.291839,52.573887,0.0 -0.291137,52.574172,0.0 -0.288736,52.575256,0.0 -0.286582,52.576489,0.0 -0.285685,52.577118,0.0 -0.284188,52.578439,0.0 -0.282687,52.580344,0.0 -0.281624,52.579624,0.0 -0.281042,52.579663,0.0 -0.280423,52.580073,0.0 -0.280202,52.580855,0.0 -0.278656,52.58127,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","24,403",8,21485,7
E01015688,Peterborough 016D,West,15376,5,14692,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.251782,52.576635,0.0 -0.249466,52.573135,0.0 -0.245359,52.56819,0.0 -0.247758,52.568543,0.0 -0.250284,52.56819,0.0 -0.253218,52.568178,0.0 -0.259249,52.568144,0.0 -0.259219,52.571001,0.0 -0.259033,52.571454,0.0 -0.258536,52.571516,0.0 -0.258321,52.571897,0.0 -0.259082,52.571987,0.0 -0.259074,52.572484,0.0 -0.262714,52.572145,0.0 -0.263282,52.572281,0.0 -0.26295,52.572875,0.0 -0.262983,52.572976,0.0 -0.262349,52.57321,0.0 -0.262767,52.574058,0.0 -0.262535,52.574577,0.0 -0.261075,52.575577,0.0 -0.260442,52.576128,0.0 -0.260213,52.575681,0.0 -0.258807,52.575983,0.0 -0.258727,52.576273,0.0 -0.257235,52.576532,0.0 -0.257222,52.575411,0.0 -0.256155,52.575371,0.0 -0.254365,52.576141,0.0 -0.251782,52.576635,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","17,501",6,11808,4
E01015689,Peterborough 015C,West,26358,9,23694,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.275378,52.575439,0.0 -0.27388,52.574896,0.0 -0.270424,52.574962,0.0 -0.268487,52.574168,0.0 -0.268348,52.574078,0.0 -0.267765,52.573521,0.0 -0.268066,52.572626,0.0 -0.270135,52.572022,0.0 -0.272289,52.569873,0.0 -0.276559,52.567064,0.0 -0.272899,52.564831,0.0 -0.27459,52.562896,0.0 -0.276984,52.562186,0.0 -0.280093,52.560714,0.0 -0.283475,52.559773,0.0 -0.287315,52.559624,0.0 -0.289449,52.559857,0.0 -0.294373,52.561022,0.0 -0.296238,52.562318,0.0 -0.300074,52.568309,0.0 -0.301331,52.569273,0.0 -0.304746,52.570764,0.0 -0.306762,52.572081,0.0 -0.305924,52.57248,0.0 -0.30079,52.571878,0.0 -0.296365,52.572337,0.0 -0.294769,52.57276,0.0 -0.291839,52.573887,0.0 -0.291323,52.573792,0.0 -0.289548,52.573445,0.0 -0.289055,52.573859,0.0 -0.288272,52.573516,0.0 -0.28882,52.57329,0.0 -0.287969,52.573242,0.0 -0.287671,52.572806,0.0 -0.286783,52.572622,0.0 -0.285993,52.572714,0.0 -0.285459,52.573707,0.0 -0.284078,52.573816,0.0 -0.284746,52.572854,0.0 -0.284539,52.572501,0.0 -0.283256,52.5724,0.0 -0.282966,52.573224,0.0 -0.28242,52.573173,0.0 -0.281605,52.572733,0.0 -0.282594,52.572185,0.0 -0.281497,52.571651,0.0 -0.28076,52.571856,0.0 -0.280352,52.572521,0.0 -0.279068,52.572483,0.0 -0.278254,52.572889,0.0 -0.277817,52.572714,0.0 -0.277263,52.57303,0.0 -0.277823,52.573067,0.0 -0.278224,52.573591,0.0 -0.277017,52.574472,0.0 -0.277003,52.575615,0.0 -0.275378,52.575439,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","25,202",8,21152,7
E01015690,Peterborough 015D,West,23355,8,24253,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.267201,52.579607,0.0 -0.266164,52.578268,0.0 -0.263392,52.578501,0.0 -0.263416,52.578184,0.0 -0.264158,52.57797,0.0 -0.264443,52.576962,0.0 -0.264139,52.576712,0.0 -0.262224,52.576949,0.0 -0.262065,52.576314,0.0 -0.261075,52.575577,0.0 -0.262535,52.574577,0.0 -0.262767,52.574058,0.0 -0.262349,52.57321,0.0 -0.262983,52.572976,0.0 -0.26295,52.572875,0.0 -0.263282,52.572281,0.0 -0.262714,52.572145,0.0 -0.259074,52.572484,0.0 -0.259082,52.571987,0.0 -0.258321,52.571897,0.0 -0.258536,52.571516,0.0 -0.259033,52.571454,0.0 -0.259219,52.571001,0.0 -0.259249,52.568144,0.0 -0.261794,52.568268,0.0 -0.265048,52.568383,0.0 -0.266444,52.568101,0.0 -0.268919,52.566721,0.0 -0.272899,52.564831,0.0 -0.276559,52.567064,0.0 -0.272289,52.569873,0.0 -0.270135,52.572022,0.0 -0.268066,52.572626,0.0 -0.267765,52.573521,0.0 -0.268348,52.574078,0.0 -0.268487,52.574168,0.0 -0.270424,52.574962,0.0 -0.27388,52.574896,0.0 -0.275378,52.575439,0.0 -0.277003,52.575615,0.0 -0.276613,52.577568,0.0 -0.274862,52.57935,0.0 -0.274478,52.578447,0.0 -0.273771,52.578543,0.0 -0.273342,52.578131,0.0 -0.271931,52.578538,0.0 -0.271667,52.579108,0.0 -0.269799,52.579357,0.0 -0.268848,52.579186,0.0 -0.267201,52.579607,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","25,433",8,21149,7
E01015691,Peterborough 015E,West,18140,6,21297,7,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.269859,52.582461,0.0 -0.269861,52.582278,0.0 -0.264911,52.582281,0.0 -0.263515,52.58267,0.0 -0.262546,52.58288,0.0 -0.262231,52.580765,0.0 -0.267201,52.579607,0.0 -0.268848,52.579186,0.0 -0.269799,52.579357,0.0 -0.271667,52.579108,0.0 -0.271931,52.578538,0.0 -0.273342,52.578131,0.0 -0.273771,52.578543,0.0 -0.274478,52.578447,0.0 -0.274862,52.57935,0.0 -0.276613,52.577568,0.0 -0.278859,52.57807,0.0 -0.278697,52.578877,0.0 -0.279513,52.578575,0.0 -0.280113,52.579762,0.0 -0.278708,52.580145,0.0 -0.278215,52.580022,0.0 -0.278656,52.58127,0.0 -0.280202,52.580855,0.0 -0.280423,52.580073,0.0 -0.281042,52.579663,0.0 -0.281624,52.579624,0.0 -0.282687,52.580344,0.0 -0.282511,52.580635,0.0 -0.282254,52.581101,0.0 -0.281258,52.584128,0.0 -0.280953,52.58755,0.0 -0.280897,52.588027,0.0 -0.278373,52.587792,0.0 -0.276671,52.587297,0.0 -0.275726,52.586372,0.0 -0.275089,52.586262,0.0 -0.272818,52.584739,0.0 -0.271496,52.584314,0.0 -0.269839,52.584217,0.0 -0.269849,52.583359,0.0 -0.269859,52.582461,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","18,056",6,13846,5
E01015692,Peterborough 016E,West,8666,3,11397,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-0.261859,52.580362,0.0 -0.261713,52.57856,0.0 -0.25973,52.578531,0.0 -0.258801,52.578505,0.0 -0.25288,52.578268,0.0 -0.251782,52.576635,0.0 -0.254365,52.576141,0.0 -0.256155,52.575371,0.0 -0.257222,52.575411,0.0 -0.257235,52.576532,0.0 -0.258727,52.576273,0.0 -0.258807,52.575983,0.0 -0.260213,52.575681,0.0 -0.260442,52.576128,0.0 -0.261075,52.575577,0.0 -0.262065,52.576314,0.0 -0.262224,52.576949,0.0 -0.264139,52.576712,0.0 -0.264443,52.576962,0.0 -0.264158,52.57797,0.0 -0.263416,52.578184,0.0 -0.263392,52.578501,0.0 -0.266164,52.578268,0.0 -0.267201,52.579607,0.0 -0.262231,52.580765,0.0 -0.261835,52.580753,0.0 -0.261859,52.580362,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","10,888",4,12093,4
E01017943,Cambridge 006A,Abbey,19496,6,13136,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.143487,52.212222,0.0 0.146826,52.211143,0.0 0.148687,52.212245,0.0 0.151202,52.213554,0.0 0.151251,52.213967,0.0 0.152729,52.214308,0.0 0.150137,52.211369,0.0 0.149736,52.210785,0.0 0.149454,52.210388,0.0 0.147079,52.207131,0.0 0.144801,52.207708,0.0 0.144127,52.207948,0.0 0.143871,52.207695,0.0 0.144808,52.207044,0.0 0.144527,52.206452,0.0 0.143181,52.206226,0.0 0.142759,52.206955,0.0 0.142345,52.207704,0.0 0.142238,52.207894,0.0 0.140834,52.207452,0.0 0.140607,52.207812,0.0 0.139773,52.207588,0.0 0.138731,52.207385,0.0 0.138032,52.208502,0.0 0.137616,52.208486,0.0 0.136787,52.210821,0.0 0.136704,52.211062,0.0 0.140714,52.211468,0.0 0.142155,52.212381,0.0 0.142935,52.213587,0.0 0.143674,52.214352,0.0 0.144271,52.21478,0.0 0.145473,52.215036,0.0 0.145363,52.214589,0.0 0.144222,52.214526,0.0 0.14457,52.214265,0.0 0.143487,52.212222,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","16,929",6,15578,5
E01017944,Cambridge 006B,Abbey,8888,3,9714,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.163068,52.219526,0.0 0.163787,52.2191,0.0 0.164854,52.219274,0.0 0.165438,52.217903,0.0 0.168295,52.217709,0.0 0.169084,52.217283,0.0 0.168135,52.215868,0.0 0.168087,52.21536,0.0 0.166718,52.214206,0.0 0.165643,52.212903,0.0 0.16524,52.212461,0.0 0.164134,52.213,0.0 0.163293,52.213038,0.0 0.162824,52.214686,0.0 0.162484,52.215631,0.0 0.161204,52.216959,0.0 0.159526,52.21703,0.0 0.158694,52.217856,0.0 0.155555,52.217008,0.0 0.155234,52.217617,0.0 0.154725,52.217653,0.0 0.156358,52.220161,0.0 0.160886,52.220806,0.0 0.163068,52.219526,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","8,504",3,9532,3
E01017945,Cambridge 006C,Abbey,14080,5,14668,5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.155234,52.217617,0.0 0.155555,52.217008,0.0 0.158694,52.217856,0.0 0.159526,52.21703,0.0 0.159594,52.216525,0.0 0.160112,52.216575,0.0 0.160521,52.216162,0.0 0.158958,52.215319,0.0 0.157168,52.213581,0.0 0.154676,52.213764,0.0 0.154648,52.213271,0.0 0.153224,52.21233,0.0 0.155401,52.212553,0.0 0.157328,52.212176,0.0 0.157087,52.211706,0.0 0.158258,52.211473,0.0 0.157649,52.210626,0.0 0.156823,52.210529,0.0 0.156612,52.210116,0.0 0.15713,52.209823,0.0 0.156901,52.208828,0.0 0.157425,52.208396,0.0 0.157555,52.208709,0.0 0.158306,52.208559,0.0 0.158975,52.208012,0.0 0.159944,52.208201,0.0 0.16069,52.207572,0.0 0.159777,52.207334,0.0 0.157344,52.20278,0.0 0.156607,52.203468,0.0 0.15212,52.207616,0.0 0.150869,52.208137,0.0 0.149445,52.208225,0.0 0.150656,52.210449,0.0 0.149736,52.210785,0.0 0.150137,52.211369,0.0 0.152729,52.214308,0.0 0.151251,52.213967,0.0 0.151202,52.213554,0.0 0.148687,52.212245,0.0 0.146826,52.211143,0.0 0.143487,52.212222,0.0 0.14457,52.214265,0.0 0.144222,52.214526,0.0 0.145363,52.214589,0.0 0.145473,52.215036,0.0 0.144271,52.21478,0.0 0.145133,52.215471,0.0 0.145501,52.216893,0.0 0.146158,52.21756,0.0 0.150596,52.21867,0.0 0.152567,52.218945,0.0 0.156358,52.220161,0.0 0.154725,52.217653,0.0 0.155234,52.217617,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","12,570",4,24896,8
E01017946,Cambridge 006D,Abbey,5861,2,10765,4,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.161204,52.216959,0.0 0.162484,52.215631,0.0 0.162824,52.214686,0.0 0.163293,52.213038,0.0 0.163129,52.212284,0.0 0.163506,52.212317,0.0 0.163626,52.211714,0.0 0.163757,52.209967,0.0 0.163102,52.209928,0.0 0.162884,52.210565,0.0 0.162798,52.210833,0.0 0.162773,52.21116,0.0 0.161332,52.211073,0.0 0.160141,52.211522,0.0 0.160769,52.210409,0.0 0.160007,52.210305,0.0 0.159417,52.209428,0.0 0.158464,52.209337,0.0 0.158282,52.209941,0.0 0.15713,52.209823,0.0 0.156612,52.210116,0.0 0.156823,52.210529,0.0 0.157649,52.210626,0.0 0.158258,52.211473,0.0 0.157087,52.211706,0.0 0.157328,52.212176,0.0 0.155401,52.212553,0.0 0.153224,52.21233,0.0 0.154648,52.213271,0.0 0.154676,52.213764,0.0 0.157168,52.213581,0.0 0.158958,52.215319,0.0 0.160521,52.216162,0.0 0.160112,52.216575,0.0 0.159594,52.216525,0.0 0.159526,52.21703,0.0 0.161204,52.216959,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","5,217",2,6875,3
E01017947,Cambridge 006E,Abbey,12959,4,9606,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.167417,52.213167,0.0 0.167061,52.212472,0.0 0.166421,52.21225,0.0 0.171638,52.21128,0.0 0.170352,52.208723,0.0 0.170284,52.206887,0.0 0.170834,52.20601,0.0 0.168549,52.205043,0.0 0.167302,52.204145,0.0 0.171194,52.203807,0.0 0.172781,52.204382,0.0 0.173033,52.203956,0.0 0.175707,52.205456,0.0 0.178235,52.204074,0.0 0.177368,52.203259,0.0 0.179879,52.202248,0.0 0.178891,52.20141,0.0 0.180394,52.200666,0.0 0.179891,52.200319,0.0 0.176804,52.198496,0.0 0.175321,52.197214,0.0 0.172442,52.198308,0.0 0.171227,52.197096,0.0 0.17022,52.197639,0.0 0.169039,52.196656,0.0 0.160614,52.199648,0.0 0.162761,52.201522,0.0 0.161546,52.202127,0.0 0.159194,52.200864,0.0 0.159034,52.201058,0.0 0.157344,52.20278,0.0 0.159777,52.207334,0.0 0.16069,52.207572,0.0 0.159944,52.208201,0.0 0.158975,52.208012,0.0 0.158306,52.208559,0.0 0.157555,52.208709,0.0 0.157425,52.208396,0.0 0.156901,52.208828,0.0 0.15713,52.209823,0.0 0.158282,52.209941,0.0 0.158464,52.209337,0.0 0.159417,52.209428,0.0 0.160007,52.210305,0.0 0.160769,52.210409,0.0 0.160141,52.211522,0.0 0.161332,52.211073,0.0 0.162773,52.21116,0.0 0.162798,52.210833,0.0 0.162884,52.210565,0.0 0.163102,52.209928,0.0 0.163757,52.209967,0.0 0.163626,52.211714,0.0 0.163506,52.212317,0.0 0.163129,52.212284,0.0 0.163293,52.213038,0.0 0.164134,52.213,0.0 0.16524,52.212461,0.0 0.165643,52.212903,0.0 0.166306,52.212663,0.0 0.166822,52.213277,0.0 0.167417,52.213167,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","13,227",5,11331,4
E01017948,Cambridge 006F,Abbey,5578,2,4963,2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.174146,52.214115,0.0 0.173564,52.213264,0.0 0.172968,52.213389,0.0 0.171848,52.21125,0.0 0.171638,52.21128,0.0 0.166421,52.21225,0.0 0.167061,52.212472,0.0 0.167417,52.213167,0.0 0.166822,52.213277,0.0 0.166306,52.212663,0.0 0.165643,52.212903,0.0 0.166718,52.214206,0.0 0.168087,52.21536,0.0 0.168135,52.215868,0.0 0.169084,52.217283,0.0 0.168295,52.217709,0.0 0.170804,52.217524,0.0 0.173725,52.217318,0.0 0.175801,52.217238,0.0 0.174146,52.214115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","4,183",2,5015,2
E01017949,Cambridge 002A,Arbury,16011,5,18973,6,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.112105,52.221959,0.0 0.112987,52.2213,0.0 0.112576,52.220241,0.0 0.112257,52.219349,0.0 0.114838,52.219016,0.0 0.115213,52.218943,0.0 0.115066,52.218549,0.0 0.117738,52.219114,0.0 0.118204,52.218524,0.0 0.11695,52.215476,0.0 0.115982,52.215619,0.0 0.114046,52.215646,0.0 0.113986,52.215639,0.0 0.112419,52.21526,0.0 0.111438,52.214668,0.0 0.11109,52.214392,0.0 0.11085,52.214608,0.0 0.110379,52.214623,0.0 0.110112,52.215437,0.0 0.110201,52.216645,0.0 0.1103,52.218227,0.0 0.108739,52.218641,0.0 0.108171,52.218791,0.0 0.108767,52.21953,0.0 0.109837,52.219255,0.0 0.110123,52.219739,0.0 0.110452,52.219688,0.0 0.110869,52.220674,0.0 0.111337,52.221307,0.0 0.111078,52.221837,0.0 0.112055,52.221732,0.0 0.112089,52.221883,0.0 0.112105,52.221959,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","16,508",6,16031,5
E01017950,Cambridge 002B,Arbury,25722,8,30405,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.118883,52.215164,0.0 0.118581,52.214411,0.0 0.118916,52.214209,0.0 0.120193,52.213457,0.0 0.120614,52.212843,0.0 0.11914,52.212253,0.0 0.117992,52.211514,0.0 0.116995,52.211953,0.0 0.114995,52.210742,0.0 0.11422,52.211291,0.0 0.113888,52.211526,0.0 0.114983,52.211815,0.0 0.115529,52.212748,0.0 0.114436,52.213712,0.0 0.113638,52.214418,0.0 0.112642,52.214726,0.0 0.111385,52.214146,0.0 0.11109,52.214392,0.0 0.111438,52.214668,0.0 0.112419,52.21526,0.0 0.113986,52.215639,0.0 0.114046,52.215646,0.0 0.115982,52.215619,0.0 0.11695,52.215476,0.0 0.118883,52.215164,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","26,751",9,27853,9
E01017951,Cambridge 002C,Arbury,16500,6,20621,7,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.118098,52.226111,0.0 0.118016,52.225862,0.0 0.117129,52.225986,0.0 0.117032,52.225766,0.0 0.117487,52.225591,0.0 0.11711,52.224445,0.0 0.117799,52.224164,0.0 0.116856,52.223932,0.0 0.116222,52.223892,0.0 0.116317,52.224153,0.0 0.114313,52.224448,0.0 0.113812,52.224616,0.0 0.113929,52.224892,0.0 0.113368,52.224991,0.0 0.113055,52.224728,0.0 0.112741,52.225057,0.0 0.111928,52.225033,0.0 0.111115,52.225397,0.0 0.110482,52.225584,0.0 0.107136,52.226558,0.0 0.103443,52.2281,0.0 0.107788,52.230579,0.0 0.111499,52.229644,0.0 0.111638,52.229077,0.0 0.114163,52.228887,0.0 0.11399,52.228403,0.0 0.115248,52.228007,0.0 0.116944,52.227912,0.0 0.116766,52.226567,0.0 0.118098,52.226111,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","14,401",5,19472,6
E01017952,Cambridge 002D,Arbury,8539,3,8990,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.123807,52.228211,0.0 0.123389,52.227962,0.0 0.121961,52.225965,0.0 0.121824,52.225567,0.0 0.121159,52.224773,0.0 0.11957,52.22498,0.0 0.118,52.225215,0.0 0.117739,52.224653,0.0 0.118827,52.224445,0.0 0.118677,52.224097,0.0 0.117799,52.224164,0.0 0.11711,52.224445,0.0 0.117487,52.225591,0.0 0.117032,52.225766,0.0 0.117129,52.225986,0.0 0.118016,52.225862,0.0 0.118098,52.226111,0.0 0.116766,52.226567,0.0 0.116944,52.227912,0.0 0.115248,52.228007,0.0 0.11399,52.228403,0.0 0.114163,52.228887,0.0 0.115651,52.228597,0.0 0.117365,52.228263,0.0 0.117903,52.229498,0.0 0.118656,52.23118,0.0 0.120726,52.230069,0.0 0.123807,52.228211,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","7,687",3,12191,4
E01017953,Cambridge 002E,Arbury,12426,4,9481,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.112741,52.225057,0.0 0.113055,52.224728,0.0 0.113368,52.224991,0.0 0.113929,52.224892,0.0 0.113812,52.224616,0.0 0.114313,52.224448,0.0 0.116317,52.224153,0.0 0.116222,52.223892,0.0 0.116856,52.223932,0.0 0.116859,52.223598,0.0 0.118208,52.223221,0.0 0.11853,52.223719,0.0 0.1198,52.223515,0.0 0.119312,52.222965,0.0 0.119763,52.222738,0.0 0.119269,52.222023,0.0 0.118647,52.22097,0.0 0.118475,52.220586,0.0 0.119098,52.220201,0.0 0.118903,52.219977,0.0 0.118634,52.219336,0.0 0.117738,52.219114,0.0 0.115066,52.218549,0.0 0.115213,52.218943,0.0 0.114838,52.219016,0.0 0.112257,52.219349,0.0 0.112576,52.220241,0.0 0.112987,52.2213,0.0 0.112105,52.221959,0.0 0.111928,52.225033,0.0 0.112741,52.225057,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","13,146",5,12080,4
E01017954,Cambridge 002F,Arbury,15381,5,6923,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.127626,52.224774,0.0 0.127489,52.22445,0.0 0.128082,52.224334,0.0 0.12818,52.224007,0.0 0.128026,52.223929,0.0 0.124574,52.222159,0.0 0.12092,52.22366,0.0 0.120323,52.223535,0.0 0.119763,52.222738,0.0 0.119312,52.222965,0.0 0.1198,52.223515,0.0 0.11853,52.223719,0.0 0.118208,52.223221,0.0 0.116859,52.223598,0.0 0.116856,52.223932,0.0 0.117799,52.224164,0.0 0.118677,52.224097,0.0 0.118827,52.224445,0.0 0.117739,52.224653,0.0 0.118,52.225215,0.0 0.11957,52.22498,0.0 0.121159,52.224773,0.0 0.121824,52.225567,0.0 0.121961,52.225965,0.0 0.123389,52.227962,0.0 0.123807,52.228211,0.0 0.124414,52.22784,0.0 0.127178,52.226158,0.0 0.125724,52.225332,0.0 0.127626,52.224774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","13,945",5,11504,4
E01017955,Cambridge 005A,Castle,31229,10,24746,8,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.112089,52.221883,0.0 0.112055,52.221732,0.0 0.111078,52.221837,0.0 0.111337,52.221307,0.0 0.110869,52.220674,0.0 0.110452,52.219688,0.0 0.110123,52.219739,0.0 0.109837,52.219255,0.0 0.108767,52.21953,0.0 0.108171,52.218791,0.0 0.108739,52.218641,0.0 0.10803,52.218627,0.0 0.10678,52.218378,0.0 0.10644,52.218561,0.0 0.106789,52.218815,0.0 0.105888,52.219272,0.0 0.107999,52.220805,0.0 0.106426,52.220945,0.0 0.106136,52.221573,0.0 0.101839,52.224353,0.0 0.10097,52.224955,0.0 0.099188,52.226223,0.0 0.101138,52.226971,0.0 0.103443,52.2281,0.0 0.107136,52.226558,0.0 0.110482,52.225584,0.0 0.111115,52.225397,0.0 0.111928,52.225033,0.0 0.112105,52.221959,0.0 0.112089,52.221883,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","30,984",10,27500,9
E01017956,Cambridge 005B,Castle,25735,8,32547,10,"<Polygon><outerBoundaryIs><LinearRing><coordinates>0.101839,52.224353,0.0 0.106136,52.221573,0.0 0.106426,52.220945,0.0 0.105117,52.220033,0.0 0.105272,52.219344,0.0 0.10369,52.218218,0.0 0.104969,52.217495,0.0 0.105895,52.217122,0.0 0.105416,52.216727,0.0 0.106301,52.216234,0.0 0.10834,52.215135,0.0 0.108504,52.214698,0.0 0.107488,52.214472,0.0 0.106471,52.214921,0.0 0.104903,52.214809,0.0 0.104592,52.213226,0.0 0.101103,52.214159,0.0 0.101522,52.213393,0.0 0.099983,52.211811,0.0 0.099136,52.21194,0.0 0.096811,52.211997,0.0 0.088235,52.213328,0.0 0.082492,52.213525,0.0 0.073884,52.214973,0.0 0.071076,52.215124,0.0 0.068598,52.21493,0.0 0.068609,52.216109,0.0 0.07493,52.216785,0.0 0.0751,52.217108,0.0 0.078671,52.217731,0.0 0.081501,52.218228,0.0 0.085038,52.220043,0.0 0.085592,52.219793,0.0 0.087507,52.220931,0.0 0.088086,52.220581,0.0 0.089364,52.22152,0.0 0.089954,52.221087,0.0 0.092469,52.223129,0.0 0.093657,52.222607,0.0 0.095344,52.224265,0.0 0.096882,52.22506,0.0 0.099188,52.226223,0.0 0.10097,52.224955,0.0 0.101839,52.224353,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>","24,484",8,28935,9
